ticker,sector,pe_trailing,pe_forward,ps_ratio,pb_ratio,ev_ebitda,peg_ratio,fcf_yield,revenue_growth,earnings_growth,operating_margin,profit_margin,gross_margin,roe,roa,debt_to_equity,current_ratio,dividend_yield
A,Healthcare,25.4923,17.5756,4.6231,4.7258,17.467,1.2075,0.0262,0.07,-0.036,0.2286,0.1826,0.523,0.1995,0.0853,0.5139,2.066,0.88
AAPL,Technology,32.354,27.4732,8.6349,42.6676,24.727,2.2733,0.0283,0.157,0.183,0.3537,0.2704,0.4732,1.5202,0.2438,1.0263,0.974,0.41
ABBV,Healthcare,88.4915,12.9586,6.0397,-112.8865,14.783,0.4949,0.0496,0.1,,0.3411,0.0691,0.7162,62.25,0.0981,,0.671,3.31
ABNB,Consumer Cyclical,30.9282,21.6062,6.1195,9.174,25.706,1.1911,0.0473,0.12,-0.237,0.0968,0.2051,0.8296,0.3023,0.0737,0.277,1.377,
ABT,Healthcare,27.6532,16.8529,4.0326,3.4269,15.341,1.4884,0.0352,0.044,-0.809,0.2162,0.1472,0.5666,0.1296,0.0663,0.2679,1.576,2.45
ACGL,Financial Services,8.3397,9.5665,1.7294,1.4799,6.213,,-0.4933,0.085,0.388,0.2953,0.2207,0.3716,0.1954,0.0444,0.1192,1.077,
ACN,Technology,16.5025,13.4869,1.7183,3.9662,9.745,1.5526,0.0982,0.083,0.04,0.1382,0.1061,0.3203,0.2476,0.1116,0.2547,1.336,3.24
ADBE,Technology,14.1644,9.2169,4.0495,8.6264,10.294,0.6897,0.0941,0.12,0.111,0.3876,0.2948,0.894,0.5877,0.189,0.5834,0.912,
ADI,Technology,58.0912,24.4338,13.2192,4.5998,29.321,0.7918,0.0266,0.304,1.167,0.3307,0.2302,0.6284,0.0786,0.0454,0.2575,1.756,1.28
ADM,Consumer Defensive,33.1076,15.215,0.4432,1.5589,17.664,0.9518,0.0604,-0.137,-0.197,0.0182,0.0134,0.0627,0.0472,0.0171,0.4238,1.365,2.82
ADP,Technology,19.6163,17.0463,3.8894,12.8599,13.605,2.6104,0.0419,0.062,0.115,0.2628,0.1996,0.4835,0.7384,0.0471,0.7004,1.032,3.33
ADSK,Technology,45.4351,16.9077,7.0043,16.5759,26.428,0.9276,0.0552,0.194,0.063,0.2724,0.156,0.9233,0.3968,0.097,0.8979,0.851,
AEE,Utilities,20.8748,19.2876,3.6448,2.3034,13.685,2.8401,-0.0481,-0.088,0.195,0.246,0.1719,0.4924,0.1134,0.0305,1.4712,0.658,2.69
AEP,Utilities,19.9219,19.3374,3.2968,2.3046,13.634,2.8518,-0.0713,0.132,-0.126,0.2284,0.1636,0.4752,0.1249,0.0317,1.5424,0.455,2.86
AES,Utilities,10.916,5.9905,0.8336,2.5066,13.653,,-0.3027,0.047,-0.317,0.1658,0.0744,0.184,0.0195,0.0254,2.5939,0.766,4.92
AFL,Financial Services,16.1994,14.22,3.3736,1.9432,12.947,,0.0894,-0.099,-0.229,0.3356,0.2124,0.4664,0.1312,0.0254,0.4268,1.07,2.21
AIG,Financial Services,13.8895,8.5245,1.5292,0.9866,4.82,,0.2766,-0.072,-0.056,0.1377,0.1163,0.3411,0.074,0.0173,0.2441,0.622,2.39
AIZ,Financial Services,12.8843,9.8037,0.853,1.8509,7.396,,0.2001,0.079,0.151,0.1012,0.0681,0.1189,0.159,0.0215,0.3884,0.405,1.54
AJG,Financial Services,37.9112,14.6544,4.3007,2.3981,19.602,0.9403,0.0192,0.367,-0.483,0.1044,0.1148,0.4216,0.0691,0.0224,0.5835,1.056,1.29
AKAM,Technology,38.4365,15.5293,4.0628,3.4307,18.279,1.3592,0.0338,0.074,-0.374,0.1382,0.1074,0.5895,0.0917,0.0359,1.1402,2.363,
ALB,Basic Materials,,20.3475,4.0824,2.8725,34.121,1.2905,0.0216,0.159,,0.0226,-0.0993,0.131,-0.0466,0.003,0.3395,2.229,0.91
ALGN,Healthcare,30.1947,13.8813,3.0336,3.0068,13.132,0.9018,0.0395,0.053,0.356,0.2238,0.1017,0.698,0.1039,0.0694,2.826,1.363,
ALL,Financial Services,5.441,8.2029,0.7938,1.8815,4.628,0.452,0.1661,0.051,1.032,0.2902,0.1519,0.313,0.3952,0.0649,0.2509,0.366,2.09
ALLE,Industrials,18.9852,14.8731,2.9877,5.8719,13.858,2.1686,0.0416,0.093,0.033,0.2141,0.1583,0.452,0.3608,0.1124,1.04,1.842,1.47
AMAT,Technology,35.7039,25.0385,9.8018,12.7342,30.963,1.6603,0.0157,-0.021,0.752,0.2989,0.2778,0.4872,0.3886,0.1485,0.3311,2.715,0.61
AMCR,Consumer Cyclical,30.0226,9.0714,0.9409,1.5855,11.794,0.4951,0.0242,0.681,-0.321,0.083,0.0304,0.1893,0.0773,0.0391,1.3873,1.301,6.51
AMD,Technology,83.3333,20.1866,10.2374,5.6274,51.604,0.6454,0.0129,0.341,2.171,0.1706,0.1252,0.5249,0.0708,0.032,6.359,2.85,
AME,Industrials,34.1078,25.0358,6.7561,4.7039,22.09,2.7355,0.027,0.134,0.036,0.2752,0.2,0.3638,0.1459,0.0788,0.2419,1.062,0.62
AMGN,Healthcare,24.4512,14.9446,5.1036,21.6529,14.074,2.3311,0.04,0.086,1.121,0.3055,0.2098,0.7078,1.061,0.0793,6.4028,1.14,2.9
AMP,Financial Services,11.9609,9.3285,2.1319,6.0472,,1.468,0.0885,0.086,-0.011,0.3535,0.1884,0.5618,0.6051,0.0227,0.576,2.29,1.47
AMT,Real Estate,32.1722,25.0599,7.6406,22.1792,18.988,1.9207,0.0554,0.075,-0.332,0.4494,0.2376,0.7418,0.2628,0.049,4.3421,0.397,3.97
AMZN,Consumer Cyclical,29.2566,22.3328,3.141,5.4762,15.833,1.6126,0.0106,0.136,0.05,0.1053,0.1083,0.5029,0.2229,0.0693,0.4344,1.051,
ANET,Technology,46.0655,29.635,17.7139,12.8674,37.805,1.7795,0.0212,0.289,0.191,0.4152,0.3899,0.6406,0.314,0.1439,0.732,3.048,
AON,Financial Services,18.9748,15.0503,4.0425,7.4116,14.633,2.5688,0.0441,0.037,1.383,0.3135,0.2151,0.472,0.4694,0.0589,1.6832,1.11,0.92
AOS,Industrials,16.7143,14.7961,2.3234,4.7983,10.958,1.3323,0.0479,0.0,0.191,0.1795,0.1426,0.3883,0.292,0.1426,0.1097,1.497,2.18
APA,Energy,10.5363,12.1002,1.7099,2.4354,3.897,4.7991,0.132,-0.28,-0.182,0.3058,0.1651,0.6801,0.2532,0.0896,0.6869,0.825,2.38
APD,Basic Materials,,20.9121,5.3538,4.2411,99.961,6.409,-0.0941,0.058,0.097,0.2428,-0.0273,0.3163,-0.0167,-0.0111,1.0199,1.459,2.47
APH,Technology,38.3234,24.7976,6.8128,11.7055,23.25,1.4258,0.0208,0.491,0.576,0.2747,0.1849,0.3722,0.3685,0.1311,1.1894,2.979,0.78
APO,Financial Services,19.3213,9.9444,1.9542,2.8243,,0.5585,,0.877,-0.573,0.1813,0.1098,0.3734,0.147,0.0129,0.9947,1.659,1.91
APP,Communication Services,38.4448,19.0719,23.8246,61.2314,30.759,1.069,0.0207,0.659,0.847,0.7692,0.6083,0.8786,2.1294,0.3953,1.718,3.322,
APTV,Consumer Cyclical,81.32,6.6065,0.7509,1.4093,6.116,0.7218,0.0849,0.05,-0.434,0.103,0.0081,0.1915,0.0195,0.0591,0.8521,1.736,
ARE,Real Estate,,-540.375,2.4832,0.4766,12.06,,0.1796,-0.052,,0.2274,-0.4738,0.6942,-0.0586,0.0109,0.6661,1.617,9.44
ARES,Financial Services,59.9006,13.5456,6.0513,8.0749,33.556,0.7823,0.0595,0.195,-0.814,0.1354,0.0942,0.3654,0.1352,0.0234,1.6345,0.472,5.27
ATO,Utilities,24.6375,21.398,6.4204,2.1888,16.946,2.2621,-0.0599,0.142,0.094,0.3885,0.2567,0.5782,0.0924,0.0365,0.6744,1.13,2.12
AVB,Real Estate,22.4351,33.2315,7.7297,2.0005,17.738,,0.0571,0.037,-0.409,0.3064,0.3457,0.6314,0.0889,0.027,0.8026,0.406,4.29
AVGO,Technology,61.3158,17.6322,21.8413,18.6511,41.409,0.6843,0.0171,0.295,0.316,0.4494,0.3657,0.7673,0.3337,0.1066,0.827,1.902,0.83
AVY,Consumer Cyclical,19.4852,15.0712,1.4894,5.8793,11.901,1.9222,0.0469,0.039,-0.006,0.1271,0.0777,0.2875,0.3021,0.0822,1.7634,1.127,2.19
AWK,Utilities,24.2777,20.987,5.2482,2.4879,15.325,2.4913,-0.0868,0.058,0.0,0.3218,0.2162,0.6072,0.105,0.0347,1.4699,0.462,2.4
AXON,Industrials,269.8105,39.059,11.9405,10.2115,622.243,,0.0069,0.385,-0.98,-0.0306,0.0449,0.5982,0.0448,-0.0032,0.5911,2.526,
AXP,Financial Services,19.5303,14.9006,3.0775,6.1517,,1.5431,,0.106,0.166,0.1746,0.1617,0.6347,0.3399,0.0379,1.9092,1.405,1.27
AZO,Consumer Cyclical,23.81,19.4646,2.873,-19.3118,16.359,1.8502,0.0152,0.082,-0.023,0.1634,0.1247,0.5188,,0.1149,,0.89,
BA,Industrials,83.9597,44.3271,1.829,29.9899,-59.061,,0.0108,0.571,,-0.0318,0.025,0.0483,2.9008,-0.02,10.3289,1.188,
BAC,Financial Services,12.9606,9.9418,3.299,1.2846,,0.9305,,0.072,0.212,0.4163,0.284,0.0,0.1022,0.0091,,,2.27
BALL,Consumer Cyclical,18.1727,13.3121,1.2128,2.9357,10.992,1.2774,0.0554,0.162,,0.1013,0.0693,0.1959,0.1612,0.0468,1.3603,1.114,1.33
BAX,Healthcare,,8.1327,0.7658,1.3996,8.111,36.6767,0.2825,0.08,,0.0736,-0.0851,0.3574,-0.1371,0.0283,1.6028,2.314,2.16
BBY,Consumer Cyclical,12.7976,9.1423,0.3242,4.5503,6.046,1.2207,0.0623,-0.01,3.725,0.0502,0.0256,0.2248,0.3704,0.0752,1.3947,1.107,5.95
BDX,Healthcare,25.2467,11.4339,2.5533,1.7402,10.391,1.1953,0.0555,0.016,0.286,0.1335,0.0801,0.4678,0.0696,0.0408,0.7728,1.049,2.72
BEN,Financial Services,21.6667,8.0444,1.3792,1.0027,8.992,0.3178,0.0269,0.034,0.606,0.1652,0.0697,0.3704,0.0446,0.0237,0.2459,5.564,5.64
BF-B,Consumer Defensive,15.5523,15.7396,3.1382,3.006,12.103,4.3454,0.0488,0.02,0.013,0.3191,0.2064,0.5934,0.2042,0.086,0.6725,2.767,3.42
BG,Consumer Defensive,26.2515,12.6123,0.3561,1.5739,19.294,,-0.2838,0.755,-0.888,0.0126,0.0116,0.0485,0.0596,0.0251,0.9101,1.612,2.16
BIIB,Healthcare,20.1523,11.1128,2.6314,1.426,8.011,3.677,0.0761,-0.071,,0.1964,0.1307,0.7895,0.0739,0.0614,0.3647,2.679,
BK,Financial Services,16.5041,13.0075,4.2575,2.1292,,1.317,,0.078,0.305,0.3732,0.2774,0.0,0.129,0.0126,,,1.74
BKNG,Consumer Cyclical,632.6259,13.3963,5.0228,-23.9824,13.359,0.0283,0.0485,0.16,0.384,0.3245,0.2008,0.8736,,0.2082,,1.333,0.94
BKR,Energy,23.2231,20.8198,2.1592,3.1636,13.383,3.2631,0.0188,0.003,-0.256,0.1251,0.0933,0.2368,0.1455,0.0554,0.3526,1.357,1.52
BLDR,Industrials,20.3393,10.303,0.5761,2.0103,9.922,,0.0713,-0.121,-0.829,0.0184,0.0286,0.3039,0.1006,0.045,1.1719,1.859,
BLK,Financial Services,27.3968,15.6667,6.2083,2.6819,16.181,1.2184,0.0468,0.234,-0.317,0.3674,0.2293,0.4671,0.1072,0.0347,0.2437,2.039,2.37
BMY,Healthcare,17.2254,9.7062,2.5249,6.5689,8.261,,0.0916,0.013,13.921,0.2816,0.1464,0.7262,0.4044,0.1029,2.5498,1.255,4.23
BR,Technology,17.802,15.5485,2.6167,6.5228,12.519,1.1202,0.0637,0.078,1.017,0.1202,0.1486,0.3122,0.4179,0.0918,1.1718,0.972,2.42
BRK-B,Financial Services,15.3835,21.9225,2.7718,0.001,-2.125,,0.0357,-0.007,-0.025,0.3296,0.1803,0.2615,0.0981,0.0511,0.1881,7.067,
BRO,Financial Services,20.8702,13.2538,3.8957,1.7661,14.791,,0.0624,0.362,-0.162,0.2317,0.1829,0.4907,0.1123,0.0424,0.6298,1.039,0.96
BSX,Healthcare,32.3814,16.0707,4.6509,3.8443,19.379,0.6782,0.0347,0.159,0.185,0.1969,0.1444,0.6878,0.1244,0.0598,0.4892,1.617,
BX,Financial Services,29.2119,14.4634,9.722,10.2178,,1.6822,,0.506,0.425,0.5283,0.2124,1.0,0.2923,0.1326,0.6653,1.01,4.19
BXP,Real Estate,29.7586,24.8345,2.9076,1.595,16.537,1.9869,0.1032,-0.319,,-0.0659,0.0878,0.5644,0.0492,0.0167,2.26,0.923,5.95
C,Financial Services,16.4643,9.4934,2.6627,1.0477,,0.844,,0.044,-0.108,0.2566,0.1889,0.0,0.0683,0.0058,,,2.08
CAG,Consumer Defensive,,9.1914,0.6725,0.9212,8.202,10.8594,0.0933,-0.019,0.39,0.1057,-0.0039,0.2427,-0.0051,0.0444,0.8981,0.901,8.91
CAH,Healthcare,30.7543,18.4875,0.2059,-17.5164,14.858,1.3764,0.1081,0.188,0.194,0.0123,0.0068,0.0369,,0.035,,0.906,0.95
CARR,Industrials,32.9645,17.5665,2.1412,3.3745,17.089,1.3353,0.0217,-0.06,-0.978,0.0192,0.0682,0.2605,0.1092,0.0353,0.8772,1.199,1.72
CAT,Industrials,38.1703,25.8302,4.966,15.654,26.391,1.9593,0.0174,0.18,-0.114,0.1602,0.1314,0.288,0.4353,0.0789,2.0667,1.436,0.84
CB,Financial Services,12.7854,11.2563,2.1536,1.741,11.433,2.8878,0.0945,0.055,0.279,0.2424,0.1729,0.2955,0.1434,0.0312,0.3094,0.38,1.18
CBOE,Financial Services,27.853,22.7135,6.4377,5.9052,18.198,3.6572,0.0417,0.087,0.605,0.362,0.2333,0.5153,0.2336,0.1112,0.3096,1.872,0.96
CBRE,Real Estate,35.4805,15.714,1.0025,4.4796,21.963,0.8222,-0.0021,0.118,-0.121,0.0012,0.0285,0.1866,0.1357,0.0293,1.0624,1.095,
CCI,Real Estate,33.6429,28.9135,8.6703,-22.5539,23.933,0.8311,0.0371,-0.043,,0.4921,0.1041,0.7408,,0.0406,,0.255,5.01
CCL,Consumer Cyclical,11.2952,9.8237,1.3165,2.7251,8.369,,0.0612,0.061,,0.0983,0.1148,0.5597,0.2785,0.0552,2.039,0.299,0.59
CDNS,Technology,68.4816,29.6061,14.5282,13.8384,39.57,2.4889,0.0196,0.062,0.146,0.3282,0.2093,0.8636,0.2186,0.1098,0.4871,2.856,
CDW,Technology,15.1002,10.789,0.7084,6.0581,10.823,,0.0579,0.063,0.088,0.0731,0.0476,0.2173,0.4302,0.0681,2.3687,1.176,2.07
CEG,Utilities,36.9175,19.633,3.8711,5.8701,18.635,,0.0127,0.129,-0.489,0.096,0.0908,0.1838,0.1636,0.0344,0.6394,1.526,0.63
CF,Basic Materials,14.4894,17.5495,2.8194,4.1251,7.581,6.0135,0.0655,0.228,0.371,0.3531,0.2054,0.3845,0.234,0.1062,0.4676,3.365,1.54
CFG,Financial Services,15.8005,9.6865,3.429,1.0815,,,,0.107,0.348,0.3223,0.2397,0.0,0.0724,0.0082,,,3.02
CHD,Consumer Defensive,30.745,23.1279,3.5456,5.4879,17.325,2.9013,0.0516,0.039,-0.208,0.1856,0.1188,0.4513,0.1762,0.082,0.5952,1.066,1.32
CHRW,Industrials,34.7495,23.4709,1.2265,10.77,24.165,2.537,0.0373,-0.065,-0.085,0.0507,0.0362,0.0855,0.3291,0.1004,0.756,1.528,1.5
CHTR,Communication Services,6.0715,4.6439,0.5081,1.7337,5.929,0.3634,0.0983,-0.023,0.024,0.2474,0.0911,0.5531,0.2867,0.0548,4.8233,0.387,
CI,Healthcare,12.1795,8.0729,0.2624,1.7055,7.807,0.7841,0.1354,0.104,-0.093,0.0353,0.0217,0.093,0.1513,0.0409,0.7514,0.849,2.31
CIEN,Technology,285.1974,54.2423,12.3611,22.6817,111.483,1.8678,0.011,0.331,2.323,0.134,0.0447,0.4212,0.082,0.0458,0.5693,2.814,
CINF,Financial Services,10.4354,17.2122,1.9525,1.5472,7.485,,0.249,0.218,0.673,0.276,0.1894,0.2502,0.1604,0.0489,5.568,0.639,2.24
CL,Consumer Defensive,32.3726,20.5862,3.3514,1270.7462,15.553,1.5056,0.045,0.058,,0.2038,0.1046,0.6011,4.9747,0.1636,23.4356,0.833,2.49
CLX,Consumer Defensive,16.5532,14.8716,1.8256,-97.8143,12.524,2.094,0.0814,-0.008,-0.162,0.1405,0.1117,0.4416,9.8718,0.1131,91.9143,0.736,4.9
CMCSA,Communication Services,5.1818,7.2073,0.8227,1.0388,5.328,142.9829,0.0549,0.012,-0.525,0.1079,0.1617,0.7175,0.2141,0.048,1.0786,0.882,4.73
CME,Financial Services,27.3151,24.0043,17.0124,3.8123,23.668,5.7884,0.0076,0.08,0.35,0.6381,0.6258,1.0,0.1475,0.0158,0.1308,1.032,1.7
CMG,Consumer Cyclical,29.0877,24.3777,3.6767,15.2811,19.822,1.8637,0.0231,0.049,0.04,0.1521,0.1288,0.401,0.4736,0.1388,1.7932,1.235,
CMI,Industrials,26.8137,17.47,2.2556,6.1471,15.705,1.5137,0.0181,0.011,0.414,0.1092,0.0844,0.2576,0.2393,0.0782,0.6052,1.761,1.42
CMS,Utilities,22.2606,18.8239,2.8343,2.6993,14.337,3.0345,-0.072,0.123,0.066,0.2168,0.1254,0.4153,0.1086,0.0315,1.9486,0.979,2.9
CNC,Healthcare,,8.6125,0.098,0.8653,5.94,0.7855,0.2927,0.232,,-0.0188,-0.0379,0.1047,-0.2868,0.0101,0.9056,1.1,
CNP,Utilities,27.3187,20.9957,3.0558,2.5587,14.203,2.0671,-0.1364,0.107,0.052,0.2148,0.1124,0.4542,0.0964,0.0289,2.066,0.911,2.1
COF,Financial Services,53.9822,7.4004,3.4517,1.0509,,0.1909,,0.516,0.222,0.2294,0.0748,0.0,0.0239,0.0036,,,1.76
COHR,Technology,250.6408,34.7727,7.6895,5.6661,42.563,,0.0027,0.175,0.73,0.1178,0.0466,0.3638,0.0324,0.029,0.399,2.252,
COIN,Financial Services,38.4439,30.2739,6.7169,3.1044,24.858,0.6547,0.0281,-0.222,,0.113,0.1831,0.8518,0.1006,0.0355,0.5312,2.343,
COO,Healthcare,34.9104,13.9834,3.2976,1.6368,14.866,1.8302,0.0268,0.062,0.269,0.2078,0.0967,0.6544,0.0487,0.0364,0.332,1.337,
COP,Energy,20.522,18.1343,2.6467,2.4797,7.324,4.3443,0.0469,-0.068,-0.39,0.163,0.1325,0.4618,0.1236,0.0642,0.3783,1.297,2.57
COR,Healthcare,39.0854,16.5403,0.1939,33.1091,14.415,0.7702,0.0548,0.055,0.148,0.0118,0.005,0.0361,1.3347,0.0332,4.7258,0.916,0.74
COST,Consumer Defensive,52.9176,45.1995,1.5738,14.0347,33.31,5.6178,0.0149,0.215,0.455,0.0367,0.0299,0.1293,0.2965,0.0872,0.6026,1.058,0.51
CPAY,Technology,19.53,9.891,4.5317,5.1633,11.58,0.7536,0.092,0.207,0.09,0.5714,0.2362,0.7968,0.2907,0.0604,2.4335,0.977,
CPB,Consumer Defensive,11.962,9.7752,0.6538,1.6376,7.68,0.6549,0.1314,-0.045,-0.172,0.1166,0.0548,0.2961,0.1389,0.0535,1.85,1.015,7.08
CPRT,Industrials,21.0063,19.8808,7.0081,3.2868,13.985,4.0619,0.032,-0.036,-0.1,0.3465,0.3376,0.4734,0.1713,0.1099,0.98,10.061,
CPT,Real Estate,28.4633,57.7309,6.6502,2.4567,16.326,,0.0728,0.022,2.876,0.198,0.2423,0.6173,0.086,0.0202,0.884,0.029,4.21
CRH,Basic Materials,18.9891,15.7795,1.8675,2.9146,11.6,2.0462,0.0263,0.062,0.484,0.1506,0.1002,0.3613,0.1568,0.0613,0.7734,1.743,1.43
CRL,Healthcare,,14.1191,2.1319,2.7044,12.577,0.1297,0.0669,-0.008,,0.0451,-0.036,0.3498,-0.0423,0.0424,0.8195,1.292,
CRM,Technology,23.9667,12.5718,4.2237,2.9402,14.418,1.0156,0.0933,0.121,0.179,0.1924,0.1796,0.7768,0.124,0.0518,0.2995,0.76,0.94
CRWD,Technology,,64.6618,21.0354,22.8356,-2075.618,3.2917,0.0159,0.233,,0.01,-0.0338,0.7481,-0.0414,-0.0157,0.1834,1.773,
CSCO,Technology,28.4245,17.5056,5.2869,6.5387,20.139,1.2217,0.0324,0.097,0.312,0.2487,0.1876,0.6481,0.2375,0.0699,0.6651,0.955,2.13
CSGP,Real Estate,1997.5001,22.4983,5.2146,2.0032,78.08,0.1662,0.0085,0.269,-0.259,0.055,0.0022,0.7887,0.0009,-0.0034,0.1367,2.84,
CSX,Industrials,26.7662,19.7246,5.4406,5.827,14.864,3.5033,0.0127,-0.009,-0.004,0.3272,0.205,0.4559,0.2251,0.0686,1.4822,0.814,1.36
CTAS,Industrials,36.7806,32.1372,6.3245,14.5635,24.97,2.7713,0.0216,0.089,0.097,0.2322,0.1757,0.5036,0.413,0.1594,0.6094,1.983,1.03
CTRA,Energy,15.4286,11.9555,3.7539,1.7701,6.238,,0.0464,0.234,0.206,0.3333,0.2456,0.7412,0.1228,0.0671,0.2698,1.188,2.55
CTSH,Technology,13.7149,10.1867,1.43,1.9951,7.608,1.0247,0.0638,0.049,0.221,0.16,0.1056,0.3372,0.1516,0.1023,7.819,2.137,2.11
CTVA,Basic Materials,48.8343,21.1291,3.3029,2.3792,14.788,1.2394,0.051,-0.017,,0.056,0.0629,0.4729,0.0497,0.0388,0.1228,1.43,0.84
CVNA,Consumer Cyclical,37.1931,29.2893,3.4052,12.9752,22.395,,0.0036,0.58,9.467,0.0757,0.0692,0.2063,0.6795,0.1086,1.3312,4.311,
CVS,Healthcare,52.8705,8.988,0.2338,1.2419,11.146,0.2129,0.0634,0.084,0.766,0.0157,0.0044,0.1329,0.0229,0.0247,1.0606,0.842,3.62
CVX,Energy,30.0106,19.7886,2.1544,2.1132,11.777,3.7357,0.0332,-0.082,-0.238,0.0946,0.0666,0.419,0.0723,0.0379,0.2432,1.155,3.58
D,Utilities,18.0893,16.4362,3.3426,1.9641,13.608,2.7753,-0.1632,0.204,3.655,0.2204,0.1816,0.4902,0.0974,0.0311,1.5009,0.773,4.25
DAL,Industrials,8.7154,8.1411,0.6881,2.0798,7.775,,0.0678,0.029,0.446,0.0893,0.079,0.2045,0.2769,0.045,1.025,0.397,1.12
DASH,Consumer Cyclical,73.4507,20.4839,4.9549,6.7716,53.993,1.5987,0.035,0.377,0.477,0.0526,0.0682,0.5183,0.1044,0.0323,0.3275,1.406,
DD,Basic Materials,216.5714,17.8858,2.7822,1.337,14.233,1.7173,0.7051,,,0.3469,-0.1137,0.345,0.0052,0.0186,0.2448,2.419,1.76
DDOG,Technology,388.2581,45.6786,12.4271,11.3687,5211.878,0.9042,0.0207,0.292,-0.033,0.01,0.0314,0.7998,0.0334,-0.0043,0.3427,3.382,
DE,Industrials,32.471,24.8048,3.3276,5.9127,22.724,1.7373,0.027,-0.111,-0.085,0.1748,0.103,0.2625,0.1957,0.0396,3.7602,2.253,1.13
DECK,Consumer Cyclical,13.9645,13.4258,2.6659,5.3622,8.979,1.3361,0.053,0.071,0.11,0.3138,0.1935,0.5754,0.3969,0.199,0.1314,2.856,
DELL,Technology,20.0887,12.0258,1.0177,-46.0322,11.637,0.7225,0.0572,0.395,0.573,0.0962,0.0523,0.2013,,0.0602,,0.91,1.45
DG,Consumer Defensive,17.4803,15.0087,0.6172,3.0979,12.383,1.3878,0.082,0.059,1.219,0.0608,0.0354,0.3066,0.1899,0.0455,1.8466,1.135,1.97
DGX,Healthcare,22.6309,17.2483,1.9962,3.038,12.89,1.5802,0.0459,0.071,0.11,0.1397,0.0899,0.3333,0.1475,0.062,0.9038,1.044,1.74
DHI,Consumer Cyclical,12.7106,11.3438,1.213,1.6911,9.883,1.1678,-0.0134,-0.095,-0.222,0.1102,0.0995,0.2207,0.1348,0.0782,0.2287,6.332,1.29
DHR,Healthcare,37.996,20.9955,5.5054,2.5717,19.175,1.2381,0.0337,0.046,0.125,0.2217,0.1471,0.5923,0.0705,0.0418,0.3749,1.874,0.84
DIS,Communication Services,14.2283,13.1586,1.79,1.5817,11.273,2.7452,0.0185,0.052,-0.043,0.1536,0.128,0.3728,0.1202,0.0437,0.4091,0.669,1.55
DLR,Real Estate,50.7514,53.3319,10.4521,2.8125,29.459,16.9645,0.0308,0.171,-0.534,0.1415,0.2152,0.5516,0.0547,0.0118,0.8166,1.3,2.69
DLTR,Consumer Defensive,18.2559,14.6546,1.1109,5.7327,11.999,,0.0596,0.09,,0.1351,0.0661,0.3669,0.3169,0.0648,1.879,1.067,
DOC,Real Estate,165.2,82.6,4.0693,1.5309,14.112,,0.1012,0.031,24.484,0.2007,0.0253,0.5997,0.0116,0.0166,1.2218,1.218,7.39
DOV,Industrials,25.7691,17.8432,3.4228,3.7399,16.228,1.8236,0.031,0.088,-0.801,0.1823,0.1352,0.4016,0.1529,0.0696,0.484,1.79,1.01
DOW,Basic Materials,,35.8783,0.7454,1.8549,17.222,40.9901,-0.0263,-0.091,,-0.0314,-0.0656,0.0623,-0.1382,-0.0007,1.1187,1.967,4.23
DPZ,Consumer Cyclical,21.0933,17.2388,2.5243,-3.2851,17.235,1.6661,0.0408,0.064,0.095,0.1924,0.1218,0.2862,,0.3456,,1.651,2.15
DRI,Consumer Cyclical,20.7099,17.2726,1.771,10.7027,15.136,1.7175,0.03,0.059,-0.033,0.1315,0.0866,0.2151,0.5154,0.0726,3.8768,0.387,3.06
DTE,Utilities,21.0583,17.8137,1.9474,2.4997,15.718,2.0547,-0.0567,0.289,0.255,0.1592,0.0924,0.3031,0.1218,0.0294,2.136,0.804,3.05
DUK,Utilities,20.954,18.4777,3.2367,2.0222,12.028,2.8273,-0.0195,0.08,-0.022,0.2809,0.1563,0.519,0.0972,0.0281,1.7184,0.552,3.22
DVA,Healthcare,15.3081,8.9137,0.7133,-15.3274,8.617,0.5411,0.1082,0.099,0.065,0.1523,0.0547,0.3226,0.6485,0.0732,11.1135,1.292,
DVN,Energy,11.8681,10.1145,1.9177,1.9824,5.081,5.0194,0.069,-0.121,-0.085,0.2266,0.1647,0.477,0.1774,0.0772,0.5595,0.98,1.94
DXCM,Healthcare,29.7703,20.8014,5.2052,8.7192,20.062,1.359,0.0297,0.131,0.78,0.2564,0.1794,0.601,0.345,0.0889,0.5085,1.883,
EA,Communication Services,76.2547,22.0374,6.9739,8.2788,37.394,1.7852,0.0434,0.01,-0.685,0.0857,0.0931,0.7826,0.1003,0.0481,0.3644,0.926,0.37
EBAY,Consumer Cyclical,22.0986,14.1157,3.8334,9.1594,17.11,2.1635,0.0174,0.15,-0.184,0.1622,0.183,0.7145,0.4085,0.078,1.5562,1.097,1.32
ECL,Basic Materials,36.3521,27.2984,4.6414,11.2661,21.106,2.4396,0.022,0.048,0.202,0.1905,0.1291,0.4451,0.2252,0.0784,0.9177,1.076,1.04
ED,Utilities,20.4663,17.8105,2.4651,1.7232,11.366,2.7425,-0.0035,0.089,-0.083,0.178,0.1196,0.5325,0.0877,0.0319,1.1732,1.021,2.98
EFX,Industrials,34.2195,17.614,3.6221,4.7694,14.52,0.8339,0.0455,0.092,0.024,0.1811,0.1087,0.5645,0.1376,0.0604,1.1064,0.605,1.13
EG,Financial Services,8.6509,5.3107,0.7532,0.861,,,-1.6901,-0.029,,0.1233,0.0907,0.125,0.1085,0.0222,0.2448,1.124,2.45
